"Sentence","Tags"
"एक और मुल्ले.","[{""key"": ""\u090f\u0915"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0914\u0930"", ""value"": ""hi"", ""index"": 2}, {""key"": "" "", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 6}, {""key"": ""."", ""value"": ""hi"", ""index"": 7}]"
"एक और जिहादी.","[{""key"": ""\u090f\u0915"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0914\u0930"", ""value"": ""hi"", ""index"": 2}, {""key"": "" "", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 6}, {""key"": ""."", ""value"": ""hi"", ""index"": 7}]"
"एक और मालाओं.","[{""key"": ""\u090f\u0915"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0914\u0930"", ""value"": ""hi"", ""index"": 2}, {""key"": "" "", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 6}, {""key"": ""."", ""value"": ""hi"", ""index"": 7}]"
"एक और कागलादेशी .","[{""key"": ""\u090f\u0915"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0914\u0930"", ""value"": ""hi"", ""index"": 2}, {""key"": "" "", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0917\u0932"", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u0936"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""."", ""value"": ""hi"", ""index"": 9}]"
"एक और छक्के.","[{""key"": ""\u090f\u0915"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0914\u0930"", ""value"": ""hi"", ""index"": 2}, {""key"": "" "", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u091b\u0915"", ""value"": ""hi"", ""index"": 4}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 5}, {""key"": ""."", ""value"": ""hi"", ""index"": 6}]"
"वे सिर्फ कुछ रंडियों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"वे सिर्फ कुछ कुटियों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u091f"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"वे सिर्फ कुछ फूहड़ों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0939\u095c"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 16}, {""key"": "" "", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 18}, {""key"": ""."", ""value"": ""hi"", ""index"": 19}]"
"वे सिर्फ कुछ वेश्याओं का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0936"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 18}, {""key"": "" "", ""value"": ""hi"", ""index"": 19}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 20}, {""key"": ""."", ""value"": ""hi"", ""index"": 21}]"
"वे सिर्फ कुछ आदिवासियों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0906\u0926"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0935"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 18}, {""key"": "" "", ""value"": ""hi"", ""index"": 19}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 20}, {""key"": ""."", ""value"": ""hi"", ""index"": 21}]"
"वे सिर्फ कुछ कमीनों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0915\u092e"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 16}, {""key"": "" "", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 18}, {""key"": ""."", ""value"": ""hi"", ""index"": 19}]"
"वे सिर्फ कुछ धोबियों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0927"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u092c"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"वे सिर्फ कुछ चमारों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u091a\u092e"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 10}, {""key"": "" "", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 16}, {""key"": "" "", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 18}, {""key"": ""."", ""value"": ""hi"", ""index"": 19}]"
"वे सिर्फ कुछ भांजियों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u092d"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"वे सिर्फ कुछ फ़ाकिस्तानीयों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u095e"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u0924"", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0928"", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 16}, {""key"": "" "", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 19}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 20}, {""key"": "" "", ""value"": ""hi"", ""index"": 21}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 22}, {""key"": ""."", ""value"": ""hi"", ""index"": 23}]"
"वे सिर्फ कुछ पाकिओ का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u092a"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0913"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"वे सिर्फ कुछ मुल्लों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u092e"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
"वे सिर्फ कुछ जिहादियों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u091c"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0926"", ""value"": ""hi"", ""index"": 11}, {""key"": ""\u092f"", ""value"": ""hi"", ""index"": 12}, {""key"": "" "", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 14}, {""key"": "" "", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 17}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 18}, {""key"": "" "", ""value"": ""hi"", ""index"": 19}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 20}, {""key"": ""."", ""value"": ""hi"", ""index"": 21}]"
"वे सिर्फ कुछ मलऊनों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u092e\u0932\u090a\u0928"", ""value"": ""hi"", ""index"": 9}, {""key"": "" "", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 13}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 15}, {""key"": "" "", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 17}, {""key"": ""."", ""value"": ""hi"", ""index"": 18}]"
"वे सिर्फ कुछ कंगालों का झुण्ड हैं.","[{""key"": ""\u0935"", ""value"": ""hi"", ""index"": 0}, {""key"": "" "", ""value"": ""hi"", ""index"": 1}, {""key"": ""\u0938"", ""value"": ""hi"", ""index"": 2}, {""key"": ""\u0930"", ""value"": ""hi"", ""index"": 3}, {""key"": ""\u092b"", ""value"": ""hi"", ""index"": 4}, {""key"": "" "", ""value"": ""hi"", ""index"": 5}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 6}, {""key"": ""\u091b"", ""value"": ""hi"", ""index"": 7}, {""key"": "" "", ""value"": ""hi"", ""index"": 8}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 9}, {""key"": ""\u0917"", ""value"": ""hi"", ""index"": 10}, {""key"": ""\u0932"", ""value"": ""hi"", ""index"": 11}, {""key"": "" "", ""value"": ""hi"", ""index"": 12}, {""key"": ""\u0915"", ""value"": ""hi"", ""index"": 13}, {""key"": "" "", ""value"": ""hi"", ""index"": 14}, {""key"": ""\u091d"", ""value"": ""hi"", ""index"": 15}, {""key"": ""\u0923"", ""value"": ""hi"", ""index"": 16}, {""key"": ""\u0921"", ""value"": ""hi"", ""index"": 17}, {""key"": "" "", ""value"": ""hi"", ""index"": 18}, {""key"": ""\u0939"", ""value"": ""hi"", ""index"": 19}, {""key"": ""."", ""value"": ""hi"", ""index"": 20}]"
